"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Purdue Fort Wayne",74.55,63,75.2693,20,112.792,83,100.076,236,92.4517,77,104.836,221,-4.76053,229
"2024","Queens",73.2625,108,71.9648,131,98.2008,221,101.482,208,114.708,283,108.378,313,-6.89533,255
"2024","Quinnipiac",74.0375,73,72.5907,94,104.625,156,98.7362,255,115.805,297,107.928,307,-9.19215,286
"2024","Radford",69.9187,214,66.8628,335,97.2377,235,103.045,161,105.532,202,101.909,150,1.13519,153
"2024","Rhode Island",70.4125,205,71.7996,141,114.757,71,102.854,166,95.47,104,102.631,166,0.223521,171
"2024","Rice",71.1125,181,72.362,107,106.873,126,106.335,96,125.154,340,106.683,274,-0.348457,181
"2024","Richmond",71.8,158,71.0873,182,127.739,10,106.269,99,84.8545,27,100.321,111,5.94772,97
"2024","Rider",69.8125,217,69.1541,259,82.0121,330,99.9221,239,112.89,267,104.949,224,-5.02681,232
"2024","Robert Morris",65.6813,315,68.8047,275,96.208,247,97.296,284,109.238,240,105.872,246,-8.5758,275
"2024","Rutgers",67.1208,287,68.6597,281,97.4643,231,103.541,150,85.1568,29,93.7737,36,9.76704,72
"2024","Sacramento St.",68.9,245,67.1543,330,98.6038,219,101.347,211,121.786,330,106.396,264,-5.04862,233
"2024","Sacred Heart",71.775,160,74.3399,38,114.936,69,101.935,189,115.077,287,109.381,330,-7.44592,261
"2024","Saint Francis",67.825,270,67.8554,312,76.5052,344,90.4733,356,119.39,320,112.876,357,-22.4028,359
"2024","Saint Joseph's",72.0917,142,73.2055,72,115.213,68,105.736,109,82.1063,19,98.8378,86,6.89858,93
"2024","Saint Louis",74.7812,59,73.2392,70,103.628,167,104.77,131,89.5147,53,101.567,142,3.20319,128
"2024","Saint Mary's",65.9812,306,65.8786,350,97.6028,230,107.968,72,90.2337,58,92.9858,25,14.9818,43
"2024","Saint Peter's",62.1125,346,63.1009,359,107.643,121,96.8383,297,95.4101,102,101.274,136,-4.43605,225
"2024","Sam Houston St.",73.6231,92,72.1733,118,90.6913,287,99.8951,241,97.593,124,98.8746,88,1.02055,155
"2024","Samford",73.6562,88,74.4871,35,75.0699,350,102.021,185,117.113,307,101.96,152,0.0615446,173
"2024","San Diego",71.7812,159,71.4993,159,104.228,164,99.0956,250,90.6752,62,103.617,190,-4.52173,226
"2024","San Diego St.",75.0625,53,72.0529,126,104.41,160,108.989,54,92.2283,74,91.4276,13,17.5617,31
"2024","San Francisco",67.9563,266,70.6216,198,104.307,163,103.709,148,84.6975,26,96.2719,55,7.43702,88
"2024","San Jose St.",67.5875,274,67.6631,317,83.0728,319,100.811,222,88.8872,48,99.1302,95,1.68119,146
"2024","Santa Clara",75.2333,49,74.5149,34,110.256,100,104.936,125,90.6936,63,99.5565,101,5.37993,102
"2024","Seattle",74.0938,71,72.7295,86,95.9622,249,100.224,235,86.7059,36,98.752,85,1.47198,150
"2024","Seton Hall",70.8438,192,71.1935,177,110.112,101,108.492,62,82.5223,22,95.5669,50,12.9247,52
"2024","Siena",65.2917,323,68.1346,300,91.7982,278,96.0841,306,121.799,331,110.185,339,-14.1008,327
"2024","SIU Edwardsville",61.775,349,68.2876,296,78.5112,341,97.1242,289,106.031,208,104.018,200,-6.89427,254
"2024","SMU",72.9333,118,74.0436,44,106.633,131,104.389,138,91.5476,67,97.8996,74,6.48932,94
"2024","South Alabama",68.0813,263,67.6148,319,84.9587,310,101.51,207,116.542,303,100.684,121,0.825551,161
"2024","South Carolina",67.4792,280,67.7162,314,116.73,59,108.649,57,97.1345,119,97.7254,70,10.9238,61
"2024","South Carolina St.",76.2312,32,75.4635,17,90.9967,282,94.0716,328,113.574,273,109.684,334,-15.6121,337
"2024","South Dakota",73.9875,75,71.536,157,106.454,133,101.029,217,102.707,169,108.299,312,-7.26941,259
"2024","South Dakota St.",71.2562,177,70.7852,191,100.629,197,107.137,82,120.592,326,106.072,257,1.0653,154
"2024","South Florida",75.6375,44,71.4734,161,126.921,14,102.707,170,68.749,3,97.8148,72,4.89196,106
"2024","Southeast Missouri St.",77.5437,13,75.5042,16,79.4861,335,94.8168,323,115.427,291,107.662,303,-12.845,319
"2024","Southeastern Louisiana",73.975,76,72.0334,127,95.9784,248,102.307,179,116.255,302,105.907,248,-3.59971,211
"2024","Southern",74.7542,60,72.0932,123,99.319,214,98.0848,273,122.585,334,106.529,268,-8.44471,273
"2024","Southern Illinois",70.9,190,68.6567,282,128.35,8,100.935,221,95.9097,109,100.039,108,0.896309,158
"2024","Southern Indiana",71.7542,162,72.7232,87,83.896,315,92.701,341,105.471,199,109.113,326,-16.4125,344
"2024","Southern Miss",67.9625,265,71.062,184,79.4556,336,100.361,230,105.941,207,99.3655,98,0.995257,156
"2024","Southern Utah",68.975,242,70.1614,222,113.04,81,102.403,177,119.91,322,109.176,327,-6.77224,251
"2024","St. Bonaventure",67.325,285,68.7632,276,104.2,165,106.066,103,103.301,178,100.341,113,5.72444,100
"2024","St. John's",70.1937,208,71.7019,147,116.496,62,110.117,45,115.909,298,100.56,118,9.55648,74
"2024","St. Thomas",60.0438,354,63.8578,356,99.8659,206,101.16,215,103.164,174,107.559,299,-6.39855,245
"2024","Stanford",75.0875,51,73.5563,62,114.128,75,111.226,31,106.98,221,100.994,129,10.2323,69
"2024","Stephen F. Austin",71.8944,154,72.2762,111,103.455,168,103.803,146,90.1126,56,98.0483,76,5.75467,99
"2024","Stetson",62.5,345,66.5041,344,82.3789,324,102.537,173,120.028,324,107.731,304,-5.1946,234
"2024","Stonehill",73.5969,93,71.7729,142,76.4811,345,89.865,359,113.728,275,107.526,296,-17.6612,350
"2024","Stony Brook",67.925,268,67.5148,324,100.796,195,98.8333,253,128.799,347,108.417,314,-9.58346,291
"2024","Syracuse",74.2708,69,72.6339,92,113.113,80,106.914,87,100.887,150,102.447,161,4.46698,112
"2024","Tarleton St.",69.8083,219,72.7433,84,92.3053,273,100.279,233,111.503,257,104.023,201,-3.74417,212
"2024","TCU",75.975,35,73.6309,59,122.121,32,110.45,41,83.4366,24,91.3363,12,19.1133,23
"2024","Temple",69.6083,226,71.6191,152,107.997,116,102.482,174,94.4865,92,100.478,116,2.00423,141
"2024","Tennessee",67.3917,284,66.7472,341,120.017,40,113.457,22,85.6114,31,88.6805,3,24.7769,8
"2024","Tennessee Martin",73.1125,114,73.9862,48,86.1686,306,100.302,232,118.995,316,109.358,329,-9.05624,284
"2024","Tennessee St.",0,358,73.4223,68,0,358,99.3463,248,200,358,107.025,286,-7.67858,262
"2024","Tennessee Tech",69.3417,232,70.7741,192,85.8692,308,94.4564,327,121.938,332,110.238,341,-15.7816,339
"2024","Texas",75.7,42,72.1843,117,114.925,70,111.263,30,75.9837,10,90.8272,11,20.4363,16
"2024","Texas A&M",66.2875,300,67.2207,328,115.822,64,113.731,19,89.2512,50,91.8817,16,21.8494,13
"2024","Texas A&M Commerce",68.9656,243,69.0831,266,78.7643,338,95.45,319,115.687,294,107.545,298,-12.0954,315
"2024","Texas A&M Corpus Chris",73.425,100,72.9324,80,68.0967,357,97.8095,274,111.679,258,106.473,265,-8.66347,276
"2024","Texas Southern",75.1188,50,73.8977,53,71.2137,354,95.7495,312,102.765,170,100.333,112,-4.58323,227
"2024","Texas St.",71.425,172,70.733,194,91.1077,280,98.7513,254,107.003,223,101.356,139,-2.60447,203
"2024","Texas Tech",67.5813,276,68.7385,277,95.0485,256,105.552,110,65.3035,2,89.6022,6,15.9501,40
"2024","The Citadel",68.0833,262,69.0875,265,95.2401,255,97.5797,278,106.926,219,107.049,287,-9.46885,290
"2024","Toledo",69.1083,238,69.3611,252,124.745,20,111.033,32,104.146,190,106.217,260,4.81617,108
"2024","Towson",61.675,350,62.5883,361,104.718,154,104.037,141,100.371,145,101.879,148,2.15816,140
"2024","Troy",73.8288,83,74.7157,30,90.7051,286,98.6233,259,103.174,175,102.991,177,-4.36764,224
"2024","Tulane",76.7125,23,75.1377,21,116.687,60,107.318,77,99.1179,137,102.42,158,4.89829,105
"2024","Tulsa",71.9125,151,70.1309,224,107.554,123,98.6448,257,85.7624,32,105.027,227,-6.38193,243
"2024","UAB",69.5676,228,72.4265,102,98.1767,222,106.249,100,98.1013,128,97.8705,73,8.37864,82
"2024","UC Davis",65.6667,316,68.4619,289,107.773,118,103.99,142,105.603,203,102.422,159,1.56815,149
"2024","UC Irvine",72.4875,129,73.4372,66,103.33,170,104.046,140,94.5826,93,94.8754,48,9.17013,79
"2024","UC Riverside",69.9688,213,69.0973,263,84.3559,313,97.1953,286,112.893,268,103.662,191,-6.4672,247
"2024","UC San Diego",71.6625,166,70.4338,208,114.171,74,102.474,175,104.422,191,106.809,277,-4.3346,223
"2024","UC Santa Barbara",73.875,79,71.8473,137,102.884,173,105.492,111,115.705,295,106.03,256,-0.538192,186
"2024","UCF",77.9,10,74.6591,31,100.808,194,104.463,137,96.2068,112,94.8124,47,9.65054,73
"2024","UCLA",64.1188,335,67.9381,308,111.487,90,108.429,64,73.3276,6,90.6441,10,17.7848,30
"2024","UMass Lowell",72.05,144,72.4674,99,107.702,119,102.628,171,82.2981,20,98.7495,84,3.87818,121
"2024","UMBC",75.0125,55,73.5943,60,100.321,201,99.5314,247,105.204,197,107.655,302,-8.12405,269
"2024","UMKC",66.2375,301,68.3538,293,92.0928,276,95.9949,308,149.462,356,105.839,244,-9.84423,294
"2024","UNC Asheville",72.2688,135,71.7611,145,96.909,239,101.71,201,126.012,343,104.434,214,-2.72381,204
"2024","UNC Greensboro",69.2063,237,70.3434,214,117.931,52,104.905,127,109.925,248,101.532,141,3.37284,126
"2024","UNC Wilmington",72.825,121,70.5885,201,113.972,76,105.141,122,90.6282,61,100.799,125,4.34181,114
"2024","UNLV",65.1625,326,68.1163,302,109.108,110,107.076,85,106.718,217,102.434,160,4.6423,110
"2024","USC",71.9208,150,70.9426,187,105.276,146,110.207,44,91.7842,71,92.2579,19,17.949,28
"2024","USC Upstate",66.3125,298,70.0754,229,91.2998,279,98.5922,261,117.637,309,108.012,309,-9.41953,288
"2024","UT Arlington",70.1625,211,69.1105,262,106.895,125,99.9556,238,101.194,157,103.129,178,-3.17327,208
"2024","UT Rio Grande Valley",78.7875,6,76.5657,5,84.5719,312,96.9499,296,119.193,319,106.853,279,-9.90292,295
"2024","Utah",74.6813,62,72.3277,108,122.197,31,110.509,39,79.4354,12,93.7075,35,16.8018,35
"2024","Utah St.",71.0667,182,72.9408,79,105.913,138,105.205,119,103.731,184,100.438,114,4.76788,109
"2024","Utah Tech",73.0806,115,72.7369,85,97.3615,233,99.7092,245,101.072,153,103.674,192,-3.9644,217
"2024","Utah Valley",72.2444,136,71.7022,146,97.2009,236,101.546,206,89.8185,55,99.7158,103,1.83017,144
"2024","UTEP",74.4875,64,71.8338,138,119.483,46,101.981,187,102.031,166,99.4534,99,2.52742,137
"2024","UTSA",74.1139,70,74.321,40,102.178,180,100.497,229,112.713,266,108.831,323,-8.3339,270
"2024","Valparaiso",66.6937,291,70.0646,230,89.9768,291,90.3967,357,93.7011,86,106.079,258,-15.6823,338
"2024","Vanderbilt",65.875,309,66.7787,339,106.69,129,107.13,83,103.855,186,103.248,179,3.88242,120
"2024","VCU",68.4062,253,67.7967,313,102.217,179,103.264,154,103.705,183,98.9431,91,4.3206,115
"2024","Vermont",57.175,356,66.8619,336,117.184,55,105.443,113,96.1959,111,102.814,173,2.62905,134
"2024","Villanova",65.6917,314,67.1217,332,124.355,22,114.741,15,99.3463,138,98.3331,79,16.4077,37
"2024","Virginia",64.8875,333,63.7546,357,119.881,43,111.509,29,87.6274,41,92.4366,21,19.0723,24
"2024","Virginia Tech",67.3938,283,68.0516,304,130.863,5,113.54,21,101.954,165,101.763,143,11.7771,57
"2024","VMI",73.7,87,73.9295,52,94.1617,259,95.728,313,113.011,271,110.45,344,-14.7225,331
"2024","Wagner",61.4007,351,63.2436,358,89.5518,294,94.6057,326,105.329,198,104.953,225,-10.3468,299
"2024","Wake Forest",73.9187,78,71.7702,143,120.069,39,110.624,37,106.977,220,100.756,123,9.86785,71
"2024","Washington",72.7375,124,73.959,50,110.815,95,106.324,97,94.9443,96,97.1001,66,9.22419,78
"2024","Washington St.",69.4812,230,68.5849,285,120.315,37,107.077,84,89.1846,49,98.9686,92,8.10828,84
"2024","Weber St.",64.9625,330,69.7901,238,93.9003,263,103.935,144,87.7429,43,99.0738,94,4.86121,107
"2024","West Virginia",65.8208,310,67.2307,327,102.466,177,105.978,106,95.4869,105,98.3838,80,7.59458,86
"2024","Western Carolina",65.6312,317,69.4242,250,104.338,162,104.887,128,95.2835,101,101.828,145,3.05895,130
"2024","Western Illinois",72.5708,126,69.3476,253,78.6648,340,93.2098,338,109.328,241,106.503,267,-13.2934,323
"2024","Western Kentucky",75.2438,48,74.4668,36,98.0957,224,101.949,188,101.2,158,101.085,131,0.863529,159
"2024","Western Michigan",64.3815,334,68.1164,301,101.659,186,97.7067,275,109.153,237,108.596,316,-10.8893,307
"2024","Wichita St.",73.8,84,71.938,132,99.9121,205,100.547,227,81.3875,16,95.5763,51,4.97059,104
"2024","William & Mary",74.3187,67,72.0947,122,110.404,99,98.6141,260,100.021,143,106.535,269,-7.92043,266
"2024","Winthrop",66.45,295,69.4923,247,96.6779,242,104.465,136,114.369,278,105.901,247,-1.43621,198
"2024","Wisconsin",73.05,116,73.5558,63,105.321,145,110.796,35,104.645,192,93.9492,38,16.8472,34
"2024","Wofford",70.9062,189,71.9743,130,111.233,92,102.973,163,127.167,345,109.779,336,-6.80532,252
"2024","Wright St.",70.9125,188,71.5136,158,109.122,109,106.582,90,128.328,346,106.333,262,0.249921,169
"2024","Wyoming",72.0875,143,70.4642,205,110.976,94,101.724,200,91.5554,68,105.316,231,-3.59206,209
"2024","Xavier",72.225,137,73.8319,56,104.789,153,110.848,34,93.1737,82,94.4843,44,16.3634,38
"2024","Yale",70.3562,206,69.3263,255,109.384,107,110.423,42,118.011,310,99.7946,104,10.6281,66
"2024","Youngstown St.",75.075,52,73.1236,74,82.6216,323,101.328,213,108.99,236,104.922,222,-3.59467,210
